Current(A),Radius(m),MagneticField(T)
0.1,1.9352465823520764,-0.005969732532610393
0.10013827825846981,4.758500101408589,-0.023903039465877476
0.10027674772570727,3.6867703148758855,-0.0041222020104294075
0.10041540866611257,3.0334265725654794,0.009134743940766738
0.1005542613444514,0.864491338167939,0.00537632229271889
0.10069330602585569,0.864373149647393,0.004281885776679084
0.10083254297582392,0.38460969962417735,-0.0027998805850474287
0.1009719724602217,4.344263114297182,-0.012790302713677745
0.10111159474528233,3.0454635575417233,0.005152949856389455
0.10125141009760716,3.569555631200623,-0.0083428124272922
0.10139141878416626,0.200864022049432,0.021841068289085403
0.10153162107229884,4.852558275593772,0.0057050762682088075
0.10167201722971377,4.178968939922067,-0.005806478159649446
0.10181260752449015,1.1404616423235534,-0.006113834619255535
0.10195339222507774,0.990942339314793,-0.0009294214890774244
0.10209437160029747,0.9986820982818257,-0.0023949987743975966
0.10223554591934204,1.590786990501735,0.01116835060875466
0.1023769154517764,2.6713065149979656,0.0018641693623725763
0.10251848046753824,2.2165305913463675,-0.007316308138729714
0.10266024123693848,1.5270227869704056,0.01890442029736127
0.10280219803066182,3.0980791841396598,0.0004930899517142017
0.10294435111976731,0.783519917195005,0.007688423037094012
0.10308670077568877,1.5315087778225691,-0.006082251612337252
0.10322924727023537,1.8951730321390896,0.003631167171357876
0.10337199087559217,2.334742922663476,0.0031111087665388567
0.1035149318643205,3.947362210825767,-0.01889648767619673
0.10365807050935869,1.0784015325759628,0.020152770328998683
0.10380140708402244,2.619748748226697,0.012906452533756949
0.10394494186200538,3.0028313874240085,-0.003971946238331105
0.10408867511737961,0.3276070223279889,-0.011022633859720975
0.10423260712459624,3.0769697743170483,0.003475622913052161
0.10437673815848582,0.9355682060677285,0.0008669993071591969
0.10452106849425896,0.41875280562786965,0.003556739405808154
0.10466559840750686,4.749539132541333,0.0019157783693410876
0.10481032817420176,4.8315969620653405,0.0050624142315969746
0.10495525807069755,4.06114700577066,0.014473062162667581
0.10510038837373022,1.5926074689495167,0.005681045249816598
0.1052457193604184,0.578593358631281,-0.010496518609242025
0.10539125130826402,3.452741829909569,0.0136256346319106
0.10553698449515263,2.2567472193240468,0.016406154987900667
0.1056829191993541,0.6979873507394163,0.03152059762730836
0.10582905569952301,2.526366859545224,-0.011234931954431766
0.10597539427469936,0.2685037534645701,0.002428899069240422
0.10612193520430893,4.555669970186032,-0.02082098237299509
0.1062686787681639,1.368021909840083,0.00553150709989981
0.10641562524646342,3.346359193334512,-0.00548199662158388
0.10656277491979399,1.6273842728381138,0.01923447104445265
0.10671012806913018,2.648333303771273,-0.007746141641522817
0.10685768497583507,2.7788803687820707,-0.016891822688971988
0.10700544592166081,1.0057868320750827,-0.004712616129067977
0.10715341118874913,4.8509646760463365,-0.01975487329435272
0.10730158105963196,3.8981508344694618,0.007511000050328573
0.10744995581723178,4.703544813664527,-0.02065082589367059
0.10759853574486243,4.48465401709548,0.00028458061035273823
0.10774732112622944,3.0297098961743174,-0.02077811108584657
0.10789631224543066,4.617183751613273,-0.003202973371681418
0.10804550938695681,0.5336132600544056,0.016433822053856625
0.10819491283569192,1.0603160258538116,0.00360649932240804
